"inventarnyi_nomer","id_katalognoi"
"09:0000360994","1477666"
"01:0000985243","1477672"
"06:0000966809","1477672"
"07:0000402824","1477672"
"03:0001328987","1477672"
"09:0000878530","1477675"
"01:0001877219","1477679"
"04:0000431793","1477679"
"02:0001190965","1477683"
"08:0001214811","1477705"
"05:0000930157","1477722"
"07:0001065177","1477746"
"01:0001877292","1477757"
"09:0000849230","1477766"
"01:0001205684","1477773"
"01:0000473266","1477773"
"09:0000691921","1477773"
"03:0001473385","1477773"
"02:0001250242","1477773"
"02:0001142480","1477773"
"02:0000462801","1477773"
"04:0000579507","1477773"
"09:0000361715","1477865"
"01:0001219956","1477869"
"01:0000512038","1477869"
"01:0000518861","1477869"
"04:0000828320","1477869"
"08:0001183342","1477879"
"05:0000960284","1477893"
"05:0000960162","1477893"
"05:0000960238","1477893"
"08:0001196233","1477897"
"09:0000361901","1477906"
"05:0000930282","1477908"
"06:0000869350","1477914"
"07:0001033467","1477929"
"09:0000361970","1477931"
"08:0000954692","1477952"
"09:0000744850","1477957"
"08:0001084421","1477959"
"06:0000869448","1477971"
"08:0001233331","1477971"
"04:0001047336","1477978"
"02:0000810105","1477978"
"01:0000959693","1477978"
"08:0001146533","1477981"
"08:0001233353","1477991"
"07:0000563541","1477992"
"03:0001428259","1477993"
"09:0000772417","1477993"
"08:0000481656","1477993"
"01:0001250402","1477993"
"05:0000180255","1477993"
"06:0000869511","1478009"
"06:0001078267","1478015"
"09:0000879761","1478021"
"07:0000698583","1478023"
"07:0000698591","1478042"
"09:0000362469","1478072"
"21:0000006877","1478074"
"06:0000869669","1478075"
"05:0000305934","1478093"
"06:0000968722","1478104"
"07:0000774855","1478124"
"07:0000563898","1478132"
"07:0000563931","1478149"
"09:0000424416","1478157"
"03:0001798476","1478157"
"04:0000857122","1478157"
"05:0000975688","1478157"
"02:0000449261","1478157"
"01:0001439519","1478157"
"01:0001905779","1478157"
"06:0000935185","1478157"
"05:0001082698","1478174"
"08:0001038327","1478175"
"Б07:00015412","1478183"
"01:0000137959","1478203"
"04:0000900152","1478203"
"05:0000662121","1478203"
"03:0001844874","1478203"
"09:0000362837","1478205"
"Б09:00025531","1478211"
"Б07:00032793","1478211"
"Б09:00019615","1478211"
"07:0000948421","1478220"
"06:0001085265","1478222"
"Б07:00030862","1478239"
"06:0000869968","1478242"
"07:0000624752","1478247"
"09:0000393134","1478256"
"06:0001109056","1478273"
"06:0001076918","1478273"
"06:0000533214","1478273"
"08:0000908577","1478273"
"08:0000330155","1478273"
"08:0000373729","1478273"
"08:0000908584","1478273"
"01:0001171736","1478273"
"01:0001685453","1478273"
"05:0000362140","1478273"
"06:0000870065","1478288"
"09:0000490464","1478298"
"06:0000561651","1478301"
"06:0000161928","1478301"
"07:0000952915","1478303"
"09:0000585401","1478309"
"05:0000930486","1478331"
"05:0000757715","1478332"
"07:0001030566","1478332"
"09:0000363317","1478337"
"08:0000977058","1478353"
"09:0000363384","1478354"
"07:0000502729","1478366"
"07:0000735180","1478375"
"07:0001049441","1478378"
"09:0000796244","1478389"
"09:0000363542","1478389"
"06:0001061802","1478395"
"Б01:00078373","1478396"
"09:0000363612","1478406"
"01:0000733319","1478422"
"Б07:00015532","1478428"
"07:0000565030","1478451"
"09:0000473091","1478464"
"06:0000870454","1478466"
"09:0000879788","1478468"
"Б07:00015545","1478473"
"09:0000637216","1478479"
"07:0000565148","1478488"
"Б07:00016435","1478510"
"07:0000565201","1478513"
"Б07:00015550","1478514"
"Б07:00030074","1478517"
"06:0000870570","1478528"
"08:0000955326","1478546"
"01:0001878089","1478550"
"Б07:00020325","1478571"
"Б07:00016448","1478578"
"Б07:00030058","1478592"
"Б07:00029891","1478592"
"Б07:00020344","1478595"
"06:0001042158","1478596"
"07:0000565403","1478611"
"08:0000955404","1478627"
"09:0000857063","1478634"
"06:0000870765","1478636"
"07:0001073627","1478637"
"01:0000705617","1478655"
"09:0000918713","1478657"
"06:0000936192","1478659"
"07:0000735162","1478663"
"08:0001120536","1478668"
"08:0001207865","1478668"
"09:0000364132","1478679"
"08:0000998241","1478685"
"06:0001047652","1478698"
"05:0000930660","1478699"
"06:0000870951","1478700"
"06:0000937134","1478703"
"01:0000890550","1478703"
"08:0000095837","1478703"
"09:0000865257","1478705"
"03:0001650814","1478730"
"02:0001122873","1478730"
"02:0001194618","1478730"
"08:0001239328","1478738"
"01:0001618055","1478739"
"01:0000874855","1478739"
"03:0001676444","1478739"
"05:0000930681","1478740"
"03:0001847268","1478746"
"Б07:00023380","1478746"
"09:0000364307","1478749"
"06:0001023888","1478752"
"06:0000871082","1478752"
"09:0000845663","1478752"
"06:0000871100","1478766"
"01:0001878650","1478768"
"05:0000125747","1478772"
"05:0000125735","1478772"
"01:0001558050","1478772"
"01:0000845477","1478772"
"03:0000789479","1478772"
"03:0001192673","1478772"
"07:0000566130","1478800"
"07:0000566159","1478810"
"06:0000871188","1478817"
"06:0001009343","1478819"
"03:0001574703","1478825"
"05:0000707783","1478825"
"18:0000012873","1478826"
"06:0001132420","1478865"
"06:0000871247","1478868"
"04:0001041825","1478870"
"01:0001970752","1478870"
"05:0001017052","1478883"
"07:0000566285","1478883"
"09:0000356229","1478931"
"Б07:00015664","1478936"
"Б07:00027330","1478940"
"Б09:00023125","1478941"
"Б07:00015669","1478942"
"Б07:00030643","1478944"
"Б07:00027335","1478944"
"Б07:00030658","1478955"
"09:0000364884","1478961"
"09:0000364919","1478982"
"08:0001279648","1478997"
"Б07:00015701","1479000"
"Б07:00029506","1479012"
"Б07:00031715","1479013"
"Б07:00031729","1479018"
"Б09:00021097","1479025"
"03:0000131257","1479042"
"02:0001269992","1479043"
"08:0000749719","1479043"
"03:0000179536","1479048"
"07:0000391650","1479049"
"07:0001089644","1479049"
"07:0000831911","1479049"
"06:0000926276","1479050"
"09:0000365147","1479069"
"07:0000921615","1479075"
"09:0000365211","1479085"
"Б07:00015808","1479100"
"Б07:00031717","1479100"
"09:0000365327","1479113"
"07:0000566902","1479118"
"07:0000812154","1479127"
"Б07:00015834","1479141"
"Б09:00021038","1479147"
"Б07:00029526","1479151"
"06:0000933729","1479156"
"09:0000562598","1479157"
"01:0001934610","1479157"
"06:0000871394","1479163"
"Б07:00015858","1479178"
"Б07:00029537","1479185"
"Б07:00029536","1479187"
"Б09:00021035","1479190"
"09:0000366508","1479196"
"07:0000567218","1479226"
"09:0000365691","1479230"
"07:0000567240","1479232"
"09:0000515426","1479258"
"05:0000955189","1479283"
"03:0000814444","1479374"
"06:0000871715","1479386"
"06:0000871724","1479393"
"04:0000491086","1479404"
"09:0000326606","1479404"
"07:0000001858","1479404"
"09:0000635717","1479426"
"06:0000871822","1479434"
"Б07:00010211","1479439"
"07:0000567807","1479439"
"02:0001430014","1479439"
"09:0000366311","1479444"
"03:0001866359","1479464"
"07:0000741167","1479473"
"09:0000366459","1479482"
"08:0000956381","1479502"
"09:0000642608","1479510"
"07:0000568086","1479548"
"Б05:00040932","1479549"
"07:0001037896","1479558"
"07:0001083239","1479576"
"09:0000366783","1479578"
"09:0000783683","1479588"
"09:0000417661","1479588"
"09:0000366826","1479591"
"09:0000366914","1479616"
"09:0000367226","1479675"
"03:0000047694","1479701"
"09:0000367277","1479702"
"09:0000367328","1479718"
"05:0000951570","1479745"
"09:0000368028","1479756"
"06:0001130379","1479756"
"09:0000621114","1479769"
"Б09:00016392","1479791"
"06:0001048465","1479795"
"03:0001851983","1479795"
"09:0000287952","1450010"
"05:0000505468","1450015"
"03:0000974931","1450015"
"03:0000963437","1450015"
"03:0001114992","1450015"
"11:0000094867","1450022"
"09:0000288006","1450042"
"06:0000885196","1450043"
"06:0000834955","1450071"
"09:0000475898","1450081"
"09:0000916285","1450089"
"06:0000835011","1450098"
"09:0000394165","1450110"
"09:0000288151","1450119"
"09:0000288927","1450135"
"09:0000288200","1450150"
"09:0000288219","1450154"
"06:0000835132","1450162"
"06:0001082826","1450180"
"05:0000911839","1450188"
"06:0000835217","1450197"
"09:0000352384","1450212"
"09:0000288896","1450214"
"09:0000674542","1450246"
"05:0000720470","1450249"
"09:0000674288","1450250"
"09:0000668912","1450251"
"06:0000835326","1450252"
"09:0000839945","1450264"
"09:0000649229","1450287"
"07:0000595563","1450309"
"06:0000835403","1450324"
"09:0000288567","1450335"
"09:0000427932","1450340"
"19:0000027025","1450347"
"09:0000288591","1450350"
"04:0001010080","1450367"
"09:0000288623","1450369"
"03:0000668902","1450374"
"10:0000314630","1450374"
"07:0000861573","1450384"
"03:0000933007","1450405"
"03:0000732569","1450405"
"07:0000963607","1450405"
"02:0000874555","1450405"
"08:0000927836","1450410"
"07:0000967447","1450410"
"07:0000505524","1450427"
"07:0000582775","1450432"
"01:0000733803","1450436"
"08:0000927880","1450440"
"01:0001855213","1450451"
"01:0001855215","1450453"
"07:0000102718","1450476"
"07:0000312819","1450476"
"09:0000289233","1450490"
"09:0000288882","1450499"
"06:0000210634","1450527"
"06:0000121949","1450527"
"05:0000304530","1450527"
"10:0000094366","1450527"
"02:0000477541","1450527"
"02:0000231908","1450527"
"09:0000294660","1450532"
"03:0001856043","1450538"
"09:0000289001","1450557"
"09:0000289434","1450570"
"09:0000289033","1450571"
"06:0000160721","1450572"
"09:0000289061","1450581"
"01:0000267557","1450599"
"01:0000345069","1450599"
"01:0000534916","1450599"
"01:0000026961","1450599"
"01:0000522964","1450599"
"09:0000289194","1450616"
"09:0000289284","1450644"
"18:0000030352","1450655"
"09:0000289312","1450658"
"09:0000328753","1450684"
"06:0000216545","1450690"
"07:0000070671","1450691"
"07:0000199641","1450691"
"08:0000672180","1450698"
"04:0000031434","1450698"
"01:0000155862","1450708"
"08:0000090795","1450708"
"08:0000253988","1450708"
"04:0000330095","1450708"
"04:0000627862","1450708"
"04:0001002534","1450730"
"09:0000289576","1450744"
"09:0000617179","1450751"
"09:0000289701","1450780"
"09:0000289848","1450798"
"08:0000720703","1450806"
"06:0000122569","1450806"
"07:0001020828","1450815"
"Б07:00017171","1450817"
"01:0001855429","1450818"
"06:0000867102","1450837"
"08:0001027000","1450837"
"08:0001153396","1450837"
"04:0000681712","1450838"
"01:0001855442","1450855"
"06:0000924962","1450859"
"09:0000596863","1450865"
"09:0000070024","1450869"
"07:0000279352","1450869"
"04:0000148363","1450869"
"04:0000310891","1450869"
"02:0000020362","1450869"
"02:0001430521","1450874"
"09:0000444165","1450877"
"09:0000007136","1450885"
"09:0000810846","1450894"
"09:0000290043","1450896"
"01:0001855451","1450897"
"07:0000362955","1450901"
"04:0001002596","1450903"
"09:0000414462","1450905"
"09:0000319541","1450917"
"Б06:00035578","1450923"
"03:0001841335","1450928"
"09:0000373943","1450941"
"06:0000906323","1450947"
"05:0000912145","1450952"
"19:0000024824","1450957"
"05:0000912159","1450974"
"09:0000290274","1450988"
"Б05:00024586","1450991"
"Б05:00026576","1450991"
"Б05:00002129","1450991"
"08:0000932416","1451014"
"09:0000910380","1451019"
"01:0001913751","1451023"
"07:0000506110","1451035"
"05:0000919302","1451044"
"07:0000506122","1451057"
"02:0001430535","1451072"
"05:0000912206","1451077"
"09:0000290433","1451083"
"08:0000064670","1451097"
"05:0000981212","1451099"
"Б05:00028127","1451101"
"05:0000912230","1451112"
"07:0000092979","1451123"
"17:0000001064","1451127"
"01:0001855534","1451133"
"21:0000009739","1451140"
"Б05:00006505","1451150"
"07:0000349404","1451155"
"Б05:00040581","1451159"
"09:0000292103","1451204"
"09:0000871085","1451207"
"04:0001002659","1451208"
"09:0000291628","1451215"
"19:0000024801","1451229"
"09:0000290796","1451233"
"03:0001841339","1451262"
"10:0000326326","1451266"
"01:0001855586","1451267"
"07:0000514812","1451276"
"07:0000171206","1451276"
"09:0000290914","1451277"
"05:0000912400","1451284"
"06:0000962971","1451286"
"09:0000290941","1451287"
"06:0000835798","1451289"
"01:0001132273","1451292"
"06:0000835800","1451292"
"10:0000326484","1451295"
"07:0000672971","1451303"
"06:0000746672","1451310"
"03:0001841343","1451328"
"05:0000912461","1451349"
"03:0000380632","1451351"
"03:0000202632","1451351"
"01:0000336439","1451351"
"01:0000033742","1451351"
"05:0000912465","1451354"
"09:0000291110","1451366"
"Б06:00035679","1451378"
"Б06:00035690","1451397"
"06:0000835873","1451402"
"Б05:00013964","1451433"
"02:0000339997","1451433"
"02:0000179554","1451433"
"Б05:00002132","1451433"
"02:0001444216","1451433"
"06:0000079897","1451449"
"06:0000091635","1451449"
"06:0000120581","1451449"
"08:0000002763","1451449"
"03:0000272848","1451449"
"07:0000447869","1451449"
"07:0000074507","1451449"
"07:0000073674","1451457"
"09:0000105100","1451457"
"07:0000199267","1451465"
"Б05:00008816","1451470"
"05:0000912499","1451475"
"07:0000506653","1451487"
"01:0001610850","1451488"
"07:0000451110","1451519"
"07:0000578537","1451519"
"09:0000649328","1451519"
"07:0000644768","1451545"
"07:0000671701","1451553"
"09:0000376627","1451554"
"07:0000852189","1451568"
"07:0000944508","1451568"
"07:0001109323","1451568"
"09:0000709981","1451574"
"09:0000291652","1451583"
"09:0000382679","1451610"
"09:0000291804","1451645"
"09:0000101835","1451651"
"01:0001855709","1451659"
"01:0001855708","1451659"
"Б05:00011461","1451659"
"Б05:00025685","1451659"
"02:0000010816","1451659"
"02:0000452488","1451659"
"09:0000291932","1451663"
"09:0000291911","1451663"
"09:0000291853","1451663"
"07:0000065899","1451664"
"09:0000749633","1451755"
"09:0000292131","1451766"
"03:0001207850","1451802"
"09:0000292376","1451887"
"07:0001041694","1451894"
"08:0001027065","1451921"
"04:0001002921","1451927"
"07:0000507621","1451929"
"08:0001260635","1451942"
"09:0000888704","1451949"
"Б05:00024457","1451951"
"Б09:00011716","1451951"
"Б07:00011699","1451961"
"06:0000627196","1451961"
"09:0000723924","1451968"
"09:0000292694","1451982"
"10:0000333727","1451986"
"08:0001020539","1451999"
"05:0000942524","1452000"
"09:0000292608","1452010"
"09:0000007143","1452011"
"05:0000195823","1452011"
"05:0000342505","1452011"
"05:0000242004","1452011"
"06:0000836202","1452054"
"09:0000292709","1452056"
"09:0000292773","1452081"
"Б05:00013210","1452097"
"06:0000294984","1452097"
"06:0000294977","1452097"
"04:0001002985","1452122"
"08:0000928302","1452123"
"04:0001002991","1452138"
"09:0000293052","1452167"
"08:0001251320","1452182"
"08:0000928367","1452185"
"05:0000937690","1452186"
"09:0000293213","1452205"
"07:0000337216","1452208"
"02:0001100612","1452212"
"06:0000889443","1452212"
"06:0000624670","1452212"
"06:0001023978","1452212"
"09:0000293239","1452225"
"09:0000293283","1452231"
"08:0000928411","1452236"
"09:0000293274","1452239"
"09:0000293301","1452254"
"09:0000293311","1452254"
"09:0000295158","1452271"
"09:0000293417","1452271"
"06:0000836550","1452290"
"06:0000836583","1452309"
"03:0001317975","1452312"
"09:0000293472","1452327"
"09:0000554514","1452332"
"07:0000985875","1452332"
"07:0000660037","1452339"
"09:0000293499","1452340"
"09:0000548564","1452343"
"06:0000836652","1452371"
"07:0001118169","1452372"
"06:0001139326","1452375"
"08:0000885607","1452375"
"09:0000577557","1452375"
"07:0000508794","1452375"
"04:0000488026","1452375"
"09:0000293610","1452378"
"06:0000443764","1452383"
"01:0001221701","1452383"
"07:0000766771","1452390"
"06:0000836691","1452396"
"09:0000293649","1452397"
"06:0001004064","1452420"
"01:0000285680","1452420"
"08:0000467913","1452420"
"Б05:00018001","1452420"
"08:0001252812","1452435"
"09:0000614765","1452435"
"09:0000348307","1452451"
"09:0000894855","1452476"
"09:0000293834","1452482"
"08:0000928530","1452483"
"Б09:00011585","1452485"
"09:0000745004","1452503"
"07:0000509103","1452528"
"09:0000887146","1452534"
"09:0000294035","1452542"
"06:0000627681","1452544"
"08:0001051308","1452548"
"05:0000913479","1452550"
"08:0001231417","1452553"
"06:0000872497","1452554"
"09:0000294082","1452576"
"09:0000294172","1452577"
"Б06:00035780","1452581"
"05:0000913548","1452586"
"01:0001957690","1452595"
"06:0000863142","1452611"
"06:0001009707","1452616"
"07:0000509395","1452621"
"09:0000294233","1452625"
"07:0000614556","1452640"
"07:0000564232","1452640"
"07:0000483998","1452640"
"07:0001064658","1452641"
"09:0000294289","1452658"
"07:0000696087","1452660"
"09:0000675534","1452662"
"Б06:00047084","1452691"
"Б06:00047089","1452691"
"08:0001049641","1452694"
"07:0000509558","1452703"
"09:0000671564","1452710"
"06:0000896098","1452710"
"09:0000480106","1452713"
"09:0000294377","1452715"
"05:0000913667","1452719"
"06:0000837188","1452721"
"06:0000837193","1452726"
"07:0000352612","1452727"
"05:0000086352","1452727"
"05:0000944268","1452727"
"09:0000577776","1452742"
"09:0000520385","1452749"
"06:0000837222","1452750"
"01:0001045759","1452763"
"06:0000796371","1452763"
"08:0000873974","1452763"
"06:0000846676","1452763"
"04:0000163637","1452763"
"03:0001394969","1452763"
"03:0001158053","1452763"
"09:0000294460","1452763"
"09:0000840827","1452763"
"05:0000913739","1452776"
"06:0001107802","1452783"
"09:0000294555","1452788"
"09:0000804649","1452821"
"09:0000294589","1452821"
"06:0000837346","1452825"
"01:0001856254","1452830"
"07:0000868669","1452830"
"10:0000326382","1452842"
"08:0000928833","1452872"
"01:0001856280","1452890"
"05:0001020083","1452899"
"04:0000827834","1452938"
"03:0001144946","1452969"
"02:0000415494","1452969"
"08:0000695369","1452969"
"06:0001131736","1452969"
"01:0000552356","1452969"
"01:0000353497","1452969"
"06:0000837617","1452976"
"09:0000783230","1452980"
"09:0000635052","1452980"
"01:0001856325","1452985"
"06:0000837700","1453018"
"05:0000340911","1453031"
"09:0000733249","1453031"
"07:0000578567","1453033"
"07:0000950221","1453033"
"05:0000913932","1453043"
"09:0000295035","1453057"
"08:0001137249","1453061"
"03:0001317435","1453073"
"01:0001059569","1453073"
"02:0001195555","1453073"
"08:0000929019","1453080"
"09:0000295072","1453092"
"06:0000837877","1453094"
"Б07:00027585","1453113"
"09:0000295180","1453146"
"01:0001856450","1453149"
"09:0000295204","1453171"
"05:0001107992","1453188"
"07:0000702567","1453193"
"06:0000838103","1453197"
"05:0000914065","1453245"
"09:0000295362","1453262"
"09:0000295376","1453270"
"06:0000838219","1453273"
"01:0001684379","1453273"
"01:0000082578","1453273"
"07:0000740127","1453283"
"07:0000740130","1453283"
"07:0000895169","1453283"
"07:0000632228","1453283"
"09:0000446422","1453283"
"09:0000446469","1453283"
"09:0000446491","1453283"
"06:0000838346","1453305"
"09:0000295536","1453321"
"09:0000295567","1453330"
"07:0000980510","1453335"
"08:0000998956","1453335"
"06:0000838406","1453349"
"06:0000871794","1453349"
"08:0001261248","1453358"
"08:0000949050","1453367"
"08:0001000050","1453367"
"06:0000838505","1453384"
"07:0000856449","1453392"
"07:0000749899","1453405"
"08:0001311186","1453409"
"07:0000661624","1453409"
"08:0000929469","1453410"
"07:0000478937","1453427"
"05:0000914250","1453433"
"09:0000750418","1453434"
"06:0000970986","1453454"
"09:0000295926","1453458"
"09:0000295955","1453468"
"09:0000307979","1453468"
"09:0000307958","1453468"
"08:0000929556","1453532"
"03:0000650444","1453547"
"03:0000013996","1453547"
"02:0000500464","1453547"
"05:0000590167","1453547"
"05:0000777366","1453547"
"09:0000324959","1453548"
"07:0000511669","1453558"
"09:0000296219","1453563"
"09:0000781552","1453570"
"09:0000296284","1453577"
"09:0000296302","1453582"
"06:0000664793","1453602"
"06:0001107827","1453602"
"08:0000878938","1453602"
"11:0000062598","1453602"
"05:0000787720","1453602"
"05:0000918563","1453604"
"03:0001787974","1453604"
"06:0000649982","1453605"
"05:0000957580","1453605"
"05:0000787699","1453605"
"08:0000644618","1453607"
"06:0000658418","1453607"
"11:0000062602","1453607"
"05:0000762249","1453608"
"07:0000395231","1453608"
"06:0000793547","1453608"
"09:0000738492","1453611"
"07:0000670666","1453611"
"09:0000296425","1453612"
"07:0000531730","1453618"
"07:0000425959","1453618"
"08:0001035450","1453621"
"07:0000278904","1453624"
"06:0000730854","1453624"
"06:0000747617","1453624"
"06:0000650040","1453624"
"08:0000706687","1453624"
"05:0000764594","1453636"
"05:0000704594","1453636"
"08:0000706724","1453636"
"08:0000728597","1453636"
"06:0000650030","1453636"
"07:0000957402","1453636"
"07:0000670707","1453636"
"07:0000670718","1453639"
"08:0000744175","1453639"
"08:0000878968","1453639"
"07:0000761351","1453661"
"03:0001841603","1453670"
"07:0000686842","1453674"
"07:0000995310","1453674"
"08:0000929676","1453697"
"07:0000057860","1453700"
"02:0000285097","1453700"
"07:0000802631","1453703"
"09:0000724553","1453709"
"09:0000724590","1453709"
"06:0000838748","1453724"
"06:0001137263","1453724"
"09:0000296687","1453726"
"03:0001841606","1453738"
"07:0000837887","1453738"
"07:0000233045","1453738"
"06:0000838761","1453748"
"07:0000784035","1453750"
"07:0000686378","1453750"
"09:0000296803","1453763"
"07:0000462678","1453766"
"03:0001646255","1453789"
"08:0000953274","1453789"
"09:0000462533","1453815"
"01:0001857008","1453835"
"03:0001318498","1453860"
"03:0000502851","1453860"
"03:0000495032","1453860"
"09:0000332237","1453860"
"09:0000377142","1453860"
"06:0000999961","1453860"
"08:0000944022","1453860"
"05:0000865920","1453860"
"05:0000811642","1453860"
"04:0000479202","1453860"
"02:0000255184","1453860"
"09:0000297159","1453886"
"07:0000704090","1453890"
"07:0000726247","1453890"
"09:0000297264","1453897"
"09:0000532958","1453898"
"05:0000914646","1453901"
"07:0000770675","1453907"
"07:0000564635","1453916"
"07:0000958623","1453924"
"05:0000313536","1453977"
"05:0000782743","1453977"
"07:0000090012","1453980"
"07:0000143658","1453980"
"05:0000914693","1453996"
"09:0000297519","1454019"
"09:0000297592","1454042"
"Б05:00044567","1454051"
"09:0000297619","1454052"
"09:0000297624","1454052"
"03:0000741578","1454076"
"04:0000697204","1454076"
"09:0000297681","1454078"
"09:0000297745","1454102"
"03:0001841657","1454117"
"09:0000914180","1454117"
"06:0000839182","1454125"
"09:0000411666","1454141"
"06:0000839203","1454142"
"07:0001016366","1454179"
"09:0000297954","1454182"
"09:0000297959","1454188"
"06:0000839272","1454195"
"09:0000298007","1454218"
"Б09:00013199","1454226"
"Б09:00016352","1454226"
"06:0001132775","1454233"
"03:0001120933","1454250"
"09:0000298087","1454255"
"09:0000298099","1454264"
"09:0000678821","1454272"
"09:0000298140","1454281"
"09:0000298219","1454316"
"09:0000483020","1454316"
"07:0000787404","1454331"
"07:0000100746","1454334"
"05:0000914831","1454338"
"09:0000298324","1454340"
"09:0000298301","1454343"
"09:0000298327","1454350"
"09:0000072683","1454366"
"03:0001120805","1454366"
"06:0000225741","1454366"
"06:0000530545","1454366"
"01:0001167025","1454366"
"01:0001043627","1454366"
"05:0000457355","1454366"
"02:0000377345","1454366"
"02:0000191156","1454366"
"08:0000082069","1454376"
"05:0000105848","1454376"
"09:0000353108","1454400"
"09:0000298552","1454442"
"08:0001027215","1454502"
"Б06:00036271","1454506"
"05:0000914916","1454517"
"09:0000628871","1454517"
"10:0000326410","1454538"
"09:0000541986","1454559"
"08:0000930330","1454566"
"09:0000298807","1454578"
"07:0000916430","1454582"
"06:0000839632","1454595"
"06:0000839620","1454616"
"09:0000298904","1454638"
"09:0000298938","1454660"
"Б19:00000686","1454673"
"09:0000299012","1454696"
"09:0000466953","1454708"
"09:0000299148","1454709"
"09:0000550833","1454726"
"09:0000299114","1454745"
"09:0000299125","1454748"
"09:0000318938","1454754"
"03:0000270580","1454755"
"03:0000074441","1454755"
"09:0000299154","1454760"
"07:0000971922","1454761"
"09:0000725868","1454761"
"09:0000487183","1454766"
"08:0001142325","1454770"
"09:0000513775","1454771"
"07:0000752577","1454785"
"09:0000566762","1454785"
"05:0001131690","1454785"
"09:0000299221","1454788"
"06:0000928754","1454802"
"09:0000299294","1454805"
"07:0000841286","1454834"
"09:0000299389","1454835"
"10:0000326418","1454840"
"07:0000057349","1454845"
"04:0000637862","1454845"
"02:0000794343","1454845"
"01:0000640578","1454845"
"06:0000839973","1454856"
"10:0000326421","1454876"
"09:0000299614","1454888"
"05:0000837375","1454901"
"07:0000514393","1454907"
"06:0000840037","1454913"
"09:0000430254","1454920"
"09:0000430248","1454920"
"03:0001841944","1454923"
"06:0000840044","1454924"
"09:0000299764","1454947"
"07:0000605951","1454960"
"09:0000299845","1454973"
"09:0000299882","1454984"
"Б09:00036409","1454985"
"09:0000866084","1455011"
"01:0001545508","1455023"
"01:0001897183","1455023"
"03:0001011581","1455023"
"02:0000566237","1455023"
"06:0000840259","1455029"
"09:0000300047","1455041"
"03:0001787546","1455047"
"06:0001064684","1455048"
"09:0000774090","1455068"
"08:0000930789","1455070"
"09:0000479667","1455081"
"09:0000303940","1455089"
"09:0000300207","1455102"
"05:0000915219","1455103"
"06:0000840370","1455107"
"09:0000300228","1455110"
"09:0000300238","1455114"
"06:0000840379","1455116"
"01:0001944707","1455124"
"09:0000300260","1455125"
"09:0000301016","1455131"
"08:0001217334","1455139"
"07:0000674831","1455148"
"08:0001286167","1455150"
"06:0001137107","1455157"
"06:0001014188","1455157"
"04:0001037411","1455168"
"08:0001232810","1455168"
"09:0000300388","1455172"
"09:0000300429","1455191"
"03:0001861866","1455199"
"06:0000840496","1455222"
"08:0000956906","1455243"
"08:0000571401","1455244"
"01:0001434814","1455244"
"02:0000212436","1455244"
"01:0001093356","1455248"
"01:0001439641","1455248"
"02:0001041147","1455248"
"02:0000734398","1455248"
"05:0000025317","1455248"
"06:0000840532","1455249"
"01:0001858107","1455256"
"09:0000821406","1455256"
"09:0000303536","1455258"
"09:0000300583","1455260"
"09:0000300607","1455265"
"04:0000207131","1455271"
"06:0000840554","1455271"
"01:0001874735","1455271"
"07:0000565115","1455276"
"01:0001284430","1455276"
"07:0000799238","1455334"
"07:0000762366","1455350"
"08:0001108385","1455350"
"09:0000726981","1455382"
"Б06:00054217","1455383"
"09:0000300955","1455387"
"09:0000839162","1455395"
"08:0000903985","1455401"
"06:0000302586","1455401"
"01:0000603575","1455401"
"08:0001009201","1455404"
"05:0000915451","1455411"
"09:0000668438","1455418"
"08:0000931124","1455445"
"06:0000840832","1455488"
"07:0000810837","1455495"
"07:0000393288","1455495"
"07:0000652091","1455495"
"05:0000915566","1455529"
"08:0000931205","1455530"
"09:0000301302","1455538"
"05:0000101723","1455548"
"05:0000915579","1455552"
"06:0000963541","1455574"
"06:0000841058","1455613"
"09:0000301469","1455622"
"07:0001021011","1455645"
"09:0000560497","1455647"
"09:0000301542","1455652"
"07:0000511614","1455683"
"06:0000841190","1455695"
"09:0000724089","1455716"
"09:0000369748","1455717"
"09:0000369966","1455717"
"09:0000622685","1455719"
"09:0000704163","1455722"
"09:0000301847","1455772"
"07:0000799297","1455785"
"07:0000515859","1455785"
"07:0001060709","1455785"
"05:0000940049","1455786"
"09:0000648437","1455789"
"Б06:00059291","1455813"
"Б09:00011870","1455826"
"05:0000915841","1455902"
"06:0000841571","1455906"
"05:0000915852","1455920"
"06:0000841626","1455947"
"04:0001003964","1455960"
"09:0000668622","1455967"
"05:0000966257","1455969"
"03:0001147196","1455976"
"09:0000400188","1455976"
"03:0001495617","1455976"
"05:0000936214","1455976"
"05:0000504472","1455976"
"05:0000818054","1455976"
"07:0000516146","1455982"
"06:0000841705","1455991"
"03:0001413935","1456001"
"01:0000311915","1456001"
"01:0001873020","1456001"
"06:0000407161","1456001"
"01:0000844630","1456001"
"07:0000516169","1456007"
"05:0000915923","1456010"
"Б07:00024207","1456011"
"04:0000475190","1456021"
"09:0000670886","1456026"
"05:0001037747","1456036"
"01:0001858740","1456041"
"09:0000495053","1456055"
"09:0000702963","1456059"
"07:0000046093","1456074"
"07:0000516312","1456086"
"06:0001024476","1456091"
"11:0000095093","1456093"
"11:0000100861","1456097"
"06:0000958237","1456107"
"03:0001493074","1456107"
"08:0001210709","1456110"
"07:0000607145","1456161"
"09:0000470193","1456165"
"07:0000821044","1456204"
