"id_organization","merge_column","id_yslugi"
10895,"10895_Клуб бардовской песни Виноградная косточка",802637
10895,"10895_Клуб бардовской песни Виноградная косточка",1131897
10911,"10911_Любительское объединение авторской песни Древо",1190665
10847,"10847_клуб любителей романсов",136576
10839,"10839_Театр песни и романса Вокализ",228332
10897,"10897_мотохор",553637
10836,"10836_Студия городского романса Созвучие",1078021
10917,"10917_Фолк-студия Соколята (2 гр)",115259
10901,"10901_хор русской песни",116039
10851,"10851_Рябинушка",116523
10855,"10855_Детская студия при фольклорно-эстрадной мастерской Суббота",116655
10855,"10855_Ведущий творческий коллектив города Москвы  Ансамбль русской песни Весняночка",116717
10855,"10855_Ведущий творческий коллектив города Москвы Фольклорно-эстрадная мастерская Суббота",116731
10883,"10883_Студия народного пения Иван да Марья",116911
10883,"10883_Театр народной музыки Иван да Марья",117098
10851,"10851_Нагатица",117189
10915,"10915_Вокальная студия народной песни",117191
10836,"10836_Вокальный ансамбль Веселые горошинки",117223
10922,"10922_Сударушка",117763
10912,"10912_Ансамбль народной песни Песнохорки",126294
10855,"10855_Студия раннего творческого развития Кружелек",129009
10854,"10854_Студия русской народной песни Кружево Б 2542-14",135967
10854,"10854_Студия русской народной песни Кружево Б К125-15",135968
10841,"10841_21 Вокальный ансамбль русской песни Веселина",141642
10845,"10845_Театр народной песни Русский праздник Бюджетная группа. Сб. 13.00-17.00",162808
10835,"10835_Вокально - хореографический ансамбль Яринея",164234
10835,"10835_Вокально-хореографический ансамбль Яринея",164243
10835,"10835_Студия музыкального развития Созвездие",166462
10835,"10835_Студия музыкального развития Яринея плюс",166500
10835,"10835_Студия музыкального развития Созвездие",166512
10835,"10835_Вокально-хореографический ансамбль Яринея",166524
10835,"10835_Ансамбль русской песни Смородина",166609
10835,"10835_Вокально-хореографический ансамбль Брусника",167106
10835,"10835_Вокально-хореографический ансамбль Брусника",167131
10855,"10855_Студия раннего творческого развития Кружелек",218752
10855,"10855_Фольклорно-эстрадная мастерская  Суббота",220818
10855,"10855_Студия раннего творческого развития Махонька Мама+ребенок",225808
10855,"10855_Детский фольклорный ансамбль Таночек",226907
10911,"10911_Ивушка",227304
10835,"10835_Вокально-хореографический ансамбль Брусника",298145
10894,"10894_Соло, вокальная студия",303073
10835,"10835_Вокально-хореографический ансамбль Брусника",298154
10854,"10854_ Студия русской народной песни Кружево ВН К180-16",299468
22862,"22862_Ансамбль казачьей песни Кладезь",307028
10925,"10925_Хор русской песни Забавушка",311081
10841,"10841_21 Вокальный ансамбль русской песни Веселина",324228
10845,"10845_Театр народной песни Русский праздник Бюджетная группа Родничок",352939
10854,"10854_ Студия русской народной песни Кружево (индивидуально) ВН К197-17",379670
10851,"10851_Нагатица",416885
10873,"10873_Жар-птица фольклорное направление в студии Академия вокала",471231
10920,"10920_Клуб рунического пения Сиярга",475872
10920,"10920_Ансамбль старинной музыки Терём",487559
10922,"10922_Студия народного вокала (группа 1)",506743
10922,"10922_Студия народного вокала (группа 2)",506749
10845,"10845_Ансамбль народной песни Русский праздник!. Бюджетная группа. Сб. 13.00-17.00",554596
10907,"10907_Индивидуальные занятия для детей ",562724
10845,"10845_Театр народной песни Русский праздник Бюджетная группа. Сб. 13.00-17.00",564268
10880,"10880_Родничок",564842
10893,"10893_Студия мюзикл Карамель",571285
10842,"10842_РАЗДОЛЬЕ 2018-2019",599753
10842,"10842_ВЕРЕТЕНО 2018-2019",606739
10903,"10903_Хоровая студия Родничок",116811
10917,"10917_8 Клуб по интересам Клуб любителей русской песни",652800
10910,"10910_Ансамбль русской песни Зоренька",689437
10920,"10920_Ансамбль старинной песни Терём",720609
10872,"10872_Ведущий творческий коллектив города Москвы хор русской песни Долина",731106
10841,"10841_21 Вокальный ансамбль русской песни Веселина",791859
10842,"10842_Ансамбль Русской песни Раздолье 2019-2020",803679
10842,"10842_Детский ансамбль народной песни Росиночка 2019-2020",803823
10900,"10900_Детский ансамбль русской песни Калинушка",840743
10834,"10834_Театр фольклерной песни Затея",950183
10880,"10880_Родничок",1066487
10917,"10917_Ансамбль народной песни Россияне",1111555
10842,"10842_Ансамбль русской песни РАЗДОЛЬЕ",1239677
10842,"10842_Детский ансамбль народной песни Росиночка",1240201
10922,"10922_Театр народной песни «Марьинские соловьи»",1271641
10865,"10865_- кружок детского эстрадного вокала «Сюрприз»",114790
10901,"10901_Творческая мастерская гармоничного развития Твой голос",115502
10871,"10871_Вокальная студия Диаmax",117658
10871,"10871_Вокальная студия Бабочки",117659
10912,"10912_Ансамбль Песнохорки",123308
10912,"10912_Вокальная студия Соло",125643
10894,"10894_Дебют Студия эстрадного пения",135129
10913,"10913_Вокал индивидуально",140060
10886,"10886_Студия вокала «Петь может каждый»",208583
10886,"10886_Студия вокала «Петь может каждый»",208586
10886,"10886_Студия эстрадного вокала Радуга звёзд",226605
10886,"10886_Студия эстрадного вокала Радуга звёзд (индивид. занятия)",227879
10925,"10925_Вокальная студия Улица детства",312985
10911,"10911_Музыкальная студия «Веселые нотки»",346121
10879,"10879_Вокальная студия",384255
10911,"10911_Опрерная студияПрима",410867
10879,"10879_Вокальная студия Класс Марии Маховой",416055
10870,"10870_Детская вокальная студия «Нетландия»",585874
10898,"10898_Вокал (индивидуальные занятия)",735739
10854,"10854_Вокальная шоу-студия Гран-при",1118113
10854,"10854_Вокальная шоу-студия Гран-при (индивидуальные занятия)",1118161
10854,"10854_Вокальная шоу-студия Гран-при",1118185
10854,"10854_Студия эстрадного вокала Карнавал К292-20",1118409
10854,"10854_Студия эстрадного вокала Карнавал (индивидуальные занятия)",1118429
10885,"10885_Вокальные звездочки",1256254
10842,"10842_Эстрадный вокал Карусель мелодий",118152
10873,"10873_Студия эстрадно-джазового вокала «Фортэ»",121187
10847,"10847_рок-ансамбль Need",136578
10920,"10920_студия вокала творческой мастерскойМузыка без границ",227655
10912,"10912_Студия вокала Диапозон",344959
10912,"10912_Студия Диапозон для взрослых",344962
10888,"10888_Вокальная студия Поколение будущего",486578
10888,"10888_Поколение будущего",1003558
10835,"10835_Студия речитатива RAP",114857
10882,"10882_Студия   Рэп-речитатив",116449
10840,"10840_Музыкальная студия БитБокс",163142
10920,"10920_Группа Сольфеджио Творческой мастерской Музыка без границ",228615
10896,"10896_Студия вокала Голоса Вселенной",968893
10911,"10911_Студия битбокса Форон",1198333
10911,"10911_Студия битбоксаФорон",1205477
10909,"10909_Созвучие",114629
10909,"10909_Хоровое пение, Веселые нотки",114630
10909,"10909_Встреча с песней",114635
10909,"10909_Школьная страна",114638
10843,"10843_Детская хоровая студия Дружба",114952
10911,"10911_Студия народного творчества Гусельки",115699
10887,"10887_Вокально-эстрадная студия МОЗАИКА, гр. №2",116058
10887,"10887_Вокально-эстрадная студия МОЗАИКА, гр.№1",116059
10887,"10887_Вокально-эстрадная студия МОЗАИКА, гр. №3",116063
10887,"10887_Вокально-эстрадная студия МОЗАИКА, гр. №4",116064
10870,"10870_Хоровая студия Капельки",116662
10867,"10867_Студия хорового пения для детей Соловушка",116806
10883,"10883_Студия раннего эстетического воспитания Жемчужинки",116939
10883,"10883_Студия  Созвучие Мелодии.",117101
10868,"10868_Хор русской песни Возрождение",117678
10918,"10918_Академический народный хор ветеранов войны и труда",118057
10897,"10897_Терлецкая дубрава",118837
10895,"10895_Хоровая студия для мальчиков",120528
10900,"10900_хор ветеранов Сударушка",120763
10887,"10887_КОНФЕТТИ",125081
10903,"10903_Хоровая студия Росинка",125820
10853,"10853_Терлецкая дубрава",128355
10837,"10837_Детская хоровая студия Фонарики",129475
10859,"10859_Роговчанка",136656
10914,"10914_Ветеран Хоровой коллектив.",137488
10887,"10887_Народный коллектив хор русской песни ВОЗРОЖДЕНИЕ",162135
10887,"10887_«ВОЗРОЖДЕНИЕ» ",162932
10887,"10887_Хор «РОДНЫЕ ГОЛОСА» ",162939
10867,"10867_Вокально-хоровая студия Соловушка 1",191323
10885,"10885_Студия хорового пения и ансамбль Антошка",194051
10878,"10878_Сетуньские напевы",194793
10867,"10867_Студия хорового пения Ивушка",199313
10886,"10886_	Образцовый самодеятельный любительский коллектив хоровая капелла мальчиков Орлята",226534
10880,"10880_Хор русской песни «Московская сторонушка»",226629
10844,"10844_Народный коллектив хор Русская песня",226642
10912,"10912_Хор русской песни На завалинке",226897
10854,"10854_Подмосковные вечера Б К141-16",227176
10909,"10909_Хоровое пение. Созвучие",227391
10885,"10885_студия Хор 50+",227436
10925,"10925_Хор Надежда",227843
10886,"10886_Хоровая капелла мальчиков Орлята",227844
10886,"10886_Молодёжный хор Возрождение",227990
10870,"10870_Хоровая студия Веселые нотки",251285
21810,"21810_Хоровая мастерская",298591
10886,"10886_Молодёжный хор Возрождение",302301
10880,"10880_Хор русской песни Московская сторонушка",303755
10836,"10836_Хор русской песни Русь",328548
10837,"10837_Детская хоровая студия Фонарики",341324
10880,"10880_Хор русской песни Московская сторонушка",344341
22399,"22399_Студия музыкального развития Соль. Вокальный ансамбль",351446
22399,"22399_Хор MosArt",351490
10870,"10870_Хоровой кружок Скворушки",372345
10883,"10883_Музыкально-хоровая студия Мелодия",416625
10886,"10886_Женский камерный хор Глория",428029
10910,"10910_Академическое пение 55+ в рамках программы Московское долголетие",498764
21979,"21979_Вокал",499806
21810,"21810_Эстрадный хор Поющие сердца",500441
10917,"10917_Хоровое Пение",501468
10909,"10909_Пение. Группа 1",507284
10909,"10909_Пение. Группа 2",507347
10903,"10903_Хоровое пение.",509298
10903,"10903_Хоровое пение",509319
10911,"10911_Ведущий творческий коллектив города Москвы Хор Журавушка",537923
10911,"10911_Беседушка",540177
10858,"10858_Вокальная студия Лирика (хор), платная основа",566700
10867,"10867_Вокально-хоровая студия Кантилена 1",715165
10867,"10867_Вокально-хоровая студия Кантилена 2",715168
10885,"10885_Хор Гармония",718409
10885,"10885_ФГ Слобода",718855
10885,"10885_ВГ Отрада",718918
10837,"10837_Детская хоровая студия Фонарики",739008
10892,"10892_Студия хорового пения Music Land",756134
10858,"10858_Вокальная студия Лирика (хор), платная основа",803354
10867,"10867_Вокально-хоровая студия Соловушка 2",819925
10920,"10920_Детский хор Caramello",820719
10920,"10920_Концертный детский хор Prima Vera",821010
10920,"10920_Академический хор Dolce Vita",821310
10920,"10920_Камерный академический хор Smooth",821340
10920,"10920_Детский хор Bambini",821487
10883,"10883_Музыкально-хоровая студия Мелодия",822220
10883,"10883_Музыкально-хоровая студия Мелодия",822247
10839,"10839_Хор ветеранов «Серебряный бор»",841092
10836,"10836_Хор русской песни Русь",1009739
10844,"10844_Ведущий творческий коллектив г. Москвы хор РУССКАЯ ПЕСНЯ",1018069
10837,"10837_Детская хоровая студия Фонарики",1033253
10836,"10836_Хор русской песни Русь",1077961
10839,"10839_Хор ветеранов «Серебряный бор»**",1104598
10888,"10888_Веселые нотки",1210617
10883,"10883_Музыкально-хоровая студия Мелодия",1243321
10886,"10886_Хоровая капелла мальчиков Орлята - 20",1253096
10886,"10886_Хоровая капелла мальчиков Орлята - 20 (младший хор)",1258016
10922,"10922_Ансамбль «Любава»",1271651
10922,"10922_Ансамбль «Сударушка»",1271684
10835,"10835_Музыкальный секрет",114881
10843,"10843_Вокальная студия Мелодия",114916
10843,"10843_Вокальная студия Созвездие ",114998
10887,"10887_Эстрадно-джазовая студия «ГОЛОС»",115899
10855,"10855_Студия вокала PavlaMusicShool",116761
10903,"10903_Конфетти",117154
10885,"10885_Студия Вокал",117194
10836,"10836_Вокальная студия Карамель",117260
10885,"10885_Студия Вокал",117380
10903,"10903_Подготовительная группа при Образцовом коллективе Студия эстрадной песни Сириус",117394
10885,"10885_Эстрадная студия",117404
10901,"10901_Коллектив эстрадного мастерства",117504
10906,"10906_Вокальная студия Sound-хит",126609
10855,"10855_Студия вокала Freedom music",129010
10903,"10903_Образцовый коллектив студия эстрадной песни Сириус",136955
10907,"10907_Индивидуальные занятия (вокал)",137757
10903,"10903_Эстрадная студия Карамелька",141166
10907,"10907_Индивидуальные занятия для молодежи (вокал)",142953
10892,"10892_Студия эстрадного вокала Орфей",143742
10912,"10912_Студия эстрадно-джазового вокала Соло ",165073
10840,"10840_Студия эстрадно - джазового вокала Стремление",167048
10885,"10885_Студия Вокал",188163
10839,"10839_Эстрадный вокал",207136
10879,"10879_Студия Голос Планеты",210239
10906,"10906_Школа детского вокала Джельсомино",216137
10865,"10865_кружок джазовой импровизации Гигантские шаги",226893
10878,"10878_Вокальная студия ГолосОк",227159
21979,"21979_вокал",227580
10897,"10897_Музыкальная карусель",227649
10897,"10897_Музыкальная карусель",227651
10839,"10839_Сила голоса",227694
10879,"10879_Студия Пой со мной Группа 3",229475
10910,"10910_индивидуальные занятия в вокально-эстрадной студии «Эдельвейс» ",233248
22399,"22399_Студия эстрадного вокала Юлии Неровной",249046
10852,"10852_Студия эстрадно-джазового вокала Джельсомино",249671
10852,"10852_Джельсомино",254392
10852,"10852_Джельсомино+",261437
10917,"10917_Студия эстрадного вокала Ольги Васениной ( 2 группа)",263498
10879,"10879_Вокальная студия Голос Планеты",286590
10879,"10879_Вокальная студия Голос Планеты",287598
10885,"10885_Студия Веселые нотки",298290
10873,"10873_Группа эстрадно-джазового вокала Фортэ в студии Академия вокала",300591
10878,"10878_Студия вокала Boom",301278
22862,"22862_Эстрадно-джазовый коллектив Огни Москвы",307016
10834,"10834_Вокальная студия Рандеву",310658
10844,"10844_Пой со мной",312018
22399,"22399_Студия эстрадного вокала. Индивидуальные занятия",313756
10910,"10910_Вокально-эстрадная студия «Эдельвейс» (индивидуальные занятия)",321803
10910,"10910_Вокально-эстрадная студия «Эдельвейс» (групповые занятия)",321805
10834,"10834_Рандеву",323327
10836,"10836_Театр песни Вера",329248
10834,"10834_Колибри.",336151
10880,"10880_Вокальный ансамбль Звездный путь",342363
10878,"10878_Boom",344794
10852,"10852_Джельсомино",349611
22862,"22862_Эстрадно-джазовый ансамбль Огни Москвы",356148
10869,"10869_Вокальная студия Шумные дети",369315
10885,"10885_Вокально-джазовая студия Джельсомино-голос",369790
10885,"10885_Вокально-джазовая студия Джельсомино-голос",369813
10872,"10872_Московский городской творческий коллектив вокальная студия Калипсо",379712
10872,"10872_Ведущий творческий коллектив города Москвы детский театр песни Шлягер",379938
10836,"10836_Студия эстрадного вокала МикроФон",414582
10878,"10878_Voice",456339
10912,"10912_Студия эстрадно-джазового вокала Соло (4)",463342
10912,"10912_Студия эстрадно-джазового вокала Соло (2)",463375
10912,"10912_Студия эстрадно-джазового вокала Соло (1)",463381
10897,"10897_Музыкальная карусель",474770
10912,"10912_Студия эстрадно-джазового вокала Соло (б)",481785
10878,"10878_Boom",487083
10922,"10922_Студия эстрадного вокала  (группа 1)",506836
10922,"10922_Студия эстрадного вокала (группа 2)",506839
10834,"10834_Студия эстрадного пения Колибри.",533946
10911,"10911_Семь волшебных ноток",534875
10836,"10836_Студия эстрадного вокала МикроФон",535978
10836,"10836_Ведущий творческий коллектив г. Москвы Вокальная студия Карамель",535993
10837,"10837_Детская вокальная студия Карамельки",536432
10911,"10911_студия эстрадного вокала Велес",538367
22862,"22862_Эстрадно-джазовый ансамбль Огни Москвы",566315
10839,"10839_СТУДИЯ ВОКАЛА СИЛА ГОЛОСА",593404
10922,"10922_Студия эстрадного вокала «STEKS-kids»",607493
10894,"10894_Вокальная мастерская Алексея Бутко",611927
10832,"10832_Вокально-эстрадный коллектив «Soul Art»",672407
10888,"10888_Вокальная студия Рубикон",680738
10848,"10848_Вокальная студия СамаЯ",693458
10872,"10872_Московский городской творческий коллектив вокальная студия Калипсо",719839
10872,"10872_Ведущий творческий коллектив города Москвы детский театр песни Шлягер",720141
10912,"10912_Студия эстрадно-джазового вокала Соло (б)",721155
10855,"10855_Студия эстрадно-джазового вокала Диапазон",733416
10869,"10869_Шумные дети",734680
10905,"10905_Вокальная студия Улыбка",737500
10905,"10905_Домисолька",738280
21979,"21979_Вокал",744120
10834,"10834_Студия эстрадного пения Колибри",763412
10845,"10845_Вокально-хоровая школа Vocal Kitchen. 6-9 лет",792108
10832,"10832_Вокально-эстрадный коллектив «Soul Art»",795019
10895,"10895_Эстрадный вокал",796577
10839,"10839_*Студия эстрадно-джазового вокала «Сила голоса»",798569
10845,"10845_Вокально-хоровая школа Vocal Kitchen. 10-15 лет",809852
10845,"10845_Вокально-хоровая школа Vocal Kitchen. 18+",809855
10872,"10872_Московский городской творческий коллектив вокальная студия Калипсо",811722
10870,"10870_Вокальная студия «Netto»",840248
22862,"22862_Вокальная студия Эстрада",844963
10886,"10886_Студия эстрадно-джазового вокала Диез",847779
22862,"22862_Студия эстрадно-джазового вокала ProteGe (внебюджет)",853436
10922,"10922_Студия эстрадно- джазового вокала MuseBand",873732
10922,"10922_Студия эстрадного вокала «STEKS-kids»",873747
10922,"10922_Студия эстрадно-джазового вокала   ARIVA ",873780
10922,"10922_Студия эстрадно-джазового вокала   ARIVA ",873783
10879,"10879_Студия вокала Music kids",874121
10872,"10872_Московский городской творческий коллектив вокальная студия Калипсо",933830
10882,"10882_Студия FUSION-1 (индивидуальные занятия)",937176
10910,"10910_Вокальная студия Verdeli",981110
10879,"10879_Студия вокала и сценического искусства  Стелла-Мюзикл",992457
10838,"10838_ФаСоль",994861
10922,"10922_ Steks-kids ",996862
10912,"10912_Студия эстрадно-джазового вокала Соло (б)",1013957
10844,"10844_Вокальный коллектив ПОЙ СО МНОЙ",1026929
10922,"10922_Студия эстрадного вокала «STEKS»",1062072
10845,"10845_Вокально-хоровая школа Vocal Kitchen. 5-8 лет",1085149
10845,"10845_Вокально-хоровая школа Vocal Kitchen. 10-15 лет",1085152
10840,"10840_Робототехника",253053
10845,"10845_Вокально-хоровая школа Vocal Kitchen. 18+",1085155
10882,"10882_Вокальный коллектив  FUSION-Б 19-65",1215341
10878,"10878_Сияй",1220692
10878,"10878_Соната",1223885
22862,"22862_Музыкальное развитие для деток",1262575
22862,"22862_Музыкальное развитие для деток",1262615
22862,"22862_Студия эстрадно-джазового вокала ProteGe",1268176
10878,"10878_Студия развития музыкальных способностей Аллегро",116370
10883,"10883_Народный коллектив музыкально-хоровая студия Мелодия",116730
10883,"10883_Детский музыкальный медиа-центр",116925
10837,"10837_Кружок Занимательное сольфеджио",129162
10832,"10832_Московская школа киномузыки",228713
10885,"10885_Студия музыкального развития",369910
10836,"10836_Школа музыканта",594145
10883,"10883_Народный коллектив музыкально-хоровая студия Мелодия",116736
10839,"10839_Музыкально-образовательный проект Семинотка",228297
10897,"10897_Веселые нотки ",114583
10897,"10897_Сольфеджио Веселые нотки",116418
10883,"10883_Народный коллектив музыкально-хоровая студия Мелодия",116739
10885,"10885_Детская музыкальная студия",257663
10836,"10836_Студия Сольфеджио",594094
10895,"10895_Кружок сольфеджио Скрипичный ключ",671786
10848,"10848_Сольфеджио",693428
10886,"10886_Хоровая капелла мальчиков Орлята (сольфеджио)",696560
10895,"10895_Кружок сольфеджио Скрипичный ключ",802615
10895,"10895_Кружок Сольфеджио",842312
10839,"10839_Занимательное сольфеджио**",1050477
10895,"10895_Кружок сольфеджио Скрипичный ключ",1121730
10886,"10886_Хоровая капелла мальчиков Орлята - 20 (сольфеджио)",1252490
10837,"10837_Студия авиамоделирования",129148
10922,"10922_Кружок Техногений",253688
10922,"10922_Кружок Техногений",345874
10922,"10922_Кружок Перворобот",345880
10922,"10922_Кружок «Техногений»",802644
10848,"10848_Школа Исследователя",923702
10854,"10854_Инженерное дело К293-20",1118610
10888,"10888_детская лаборатория науки и творчества Что внутри?",118231
10832,"10832_Программа: Теоретик-экспериментатор",194888
10837,"10837_Научно-практический клуб SALUS",210525
10855,"10855_Клуб научно-технического творчества",227350
10869,"10869_Занимательные опыты и эксперименты",282266
10837,"10837_Научно-практический клуб SALUS",341040
10837,"10837_Дискуссионный клуб ученых ОРИОН",341326
10837,"10837_Дискуссионный клуб ученых ОРИОН",738656
10882,"10882_Студия по экспериментированию Загадочный мир",769976
10882,"10882_Студия по экспериментированию Загадочный мир",820664
10837,"10837_Дискуссионный клуб ученых ОРИОН",1033357
10922,"10922_Кружок Звезды говорят",1106125
10878,"10878_Дрон-школа",1250153
10913,"10913_Авиамоделирование",114566
10874,"10874_Кружок технического творчества Авиа.",115745
10886,"10886_Студия авиамоделирования «На виражах»",122766
10838,"10838_Клубное формирование Авиа-Аструм",125303
10886,"10886_Студия авиамоделирования «На виражах»",129791
10833,"10833_Студия Моделист",228322
10837,"10837_авиамодельное конструкторское бюро Гаккель1",341505
10874,"10874_Кружок авиамоделирования и конструирования Крылья",476001
10837,"10837_авиамодельное конструкторское бюро Гаккель1",536489
10910,"10910_ЛЕГО-конструирование",114577
10865,"10865_кружок конструирования Необычный конструктор",114895
10892,"10892_Студия Робокоп",115010
10832,"10832_Клубное формирование Лаборатория Робототехники Программа Конструирование на Lego WeDo",117244
10832,"10832_Клубное формирование Лаборатория Робототехники Программа Робототехника на Lego NXT",117254
10910,"10910_LEGO-робототехника (бюджет)",121604
10910,"10910_ЛЕГО-робототехника (платная группа)",121610
10838,"10838_Клубное формирование «Легоконструирование «Легоша» ",125302
10886,"10886_Студия технического творчества Конструктив - 20",208154
10886,"10886_Летний экспресс-курс по легоконструированию  Умная механика",227910
10886,"10886_Летний экспресс-курс по легоконструированию  Экспериментальная механика",227914
10886,"10886_Студия технического творчества Конструктив. Курс   Экспериментальная механика",227916
10910,"10910_ЛЕГО-робототехника (платная группа)",233250
10917,"10917_Lego-room (2 группа)",253062
10910,"10910_LEGO-робототехника (бюджет)",321572
10910,"10910_LEGO-робототехника ЛЕГкО (платная группа)",321596
10845,"10845_LegoWeDoStart",513322
10911,"10911_студия макетирования Техникус",532833
10917,"10917_ удал. 8 lego Wedo",662168
10917,"10917_8 Лего Технология и физика",662198
10917,"10917_8 Lego NXT",662222
10878,"10878_Робототехника",1206282
10878,"10878_Робототехника",1223873
10912,"10912_3d моделировние",300577
10873,"10873_Студия Эврика",315846
10833,"10833_Студия 3D-моделирование",452527
10896,"10896_Часовая студия",478163
10843,"10843_Студия 3D моделирования",491244
10892,"10892_Мастерская железнодорожного макетирования Магистраль",731732
10893,"10893_Техническое направление «Радиокружок Детектор»",800416
10879,"10879_Студия конструирования Инженерное дело, группа 1",1162308
10879,"10879_Студия конструирования Инженерное дело , группа 2",1162340
10885,"10885_Студия 3Д-мир",1255256
10895,"10895_Семейный клуб Моделист",116473
10907,"10907_Кружок любителей стендового моделизма Сделай сам",117331
10910,"10910_Студия военной миниатюры и ландшафтного дизайна ЛАДИА",281791
10887,"10887_Детский кружок танко-модельного спорта ",310928
10895,"10895_Семейный клуб Моделист",569600
10895,"10895_Кружок историко-технического стендового моделизма Бастион",721513
10895,"10895_Семейный клуб Моделист",799478
10895,"10895_Кружок историко-технического стендового моделизма Бастион",799484
10895,"10895_Семейный клуб Моделист",1099696
10895,"10895_Кружок историко-технического стендового моделизма Бастион",1115650
10832,"10832_Клубное формирование Лаборатория Робототехники Программа Курс по 3D моделированию в cреде Blender",117240
10832,"10832_Клубное формирование Лаборатория Робототехники Программа Конструирование на Lego WeDo",117247
10832,"10832_Клубное формирование Лаборатория Робототехники Программа Робототехника на Lego NXT",117259
10903,"10903_Учись радиоделу",117730
10887,"10887_Юго-Западный рубеж",251959
10887,"10887_Детский кружок танко-модельного спорта",251971
10887,"10887_Детский кружок танко-модельного спорта",344613
10887,"10887_ЮГО-ЗАПАДНЫЙ РУБЕЖ",475720
10887,"10887_ЮГО-ЗАПАДНЫЙ РУБЕЖ 2018-2019",722376
10892,"10892_Студия Робокоп",115011
10917,"10917_Робототехника  Wedo ( 1 группа)",115260
10917,"10917_Робототехника Lego Mindstorm ( 1 -ый год)",115261
10832,"10832_Клубное формирование Лаборатория Робототехники Программа Курс по 3D моделированию в cреде Blender",117241
10832,"10832_Клубное формирование Лаборатория Робототехники Программа Конструирование Lego-WeDo",117252
10832,"10832_Клубное формирование Лаборатория Робототехники Программа Робототехника на Lego NXT",117261
10917,"10917_Робототехника Lego NXT 2 год обучения",117758
10917,"10917_Робототехника Lego Education (1 группа)",118036
10832,"10832_Клубное формирование Лаборатория робототехники программа Микроконтроллеры",140398
10917,"10917_Робототехника Lego Education (2группа)",143688
10889,"10889_Интеллект-клуб «ИнформатиКᵒ» группа №1",145079
10889,"10889_Интеллект-клуб «ИнформатиКᵒ» группа 1",145085
10840,"10840_Робототехника",163140
10840,"10840_Робототехника - К.",163149
10889,"10889_Робототехника",163993
10892,"10892_Мастерская научно-технического творчества",178132
10885,"10885_Студия робототехники Lego Mindstorms",194674
10885,"10885_Студия робототехники Arduino",194679
10903,"10903_кружок электронный робот",208069
10886,"10886_Курс по конструированию и визуальному программированию Робот как игрушка",208165
10886,"10886_Студия технического творчества Конструктив. Курс Триботкурс",227918
10886,"10886_Студия технического творчества Конструктив.  РОБОКЛУБ",227922
10839,"10839_Робототехника (уровень Wedo)",228295
10840,"10840_Робототехника",230079
10869,"10869_Лаборатория робототехники",233322
10869,"10869_Lego WeDo",233333
10882,"10882_Студия технического творчества Робототехника",233513
10880,"10880_Робототехника (8 занятий в месяц)",250366
10880,"10880_Робототехника (4 занятия в месяц)",250369
21810,"21810_Мастерская робототехники (Лето)",250432
10917,"10917_Робототехника WEDO (2 гр.)",253584
10838,"10838_Кружок Робототехники",290427
10833,"10833_Студия Робототехника",305770
10917,"10917_Робототехника Lego Mindstorm (3 группа)",306879
10917,"10917_Lego Изобретатель",308509
10904,"10904_Робототехника",315500
10840,"10840_Робототехника",335780
10887,"10887_ЛАБОРАТОРИЯ РОБОТОТЕХНИКИ",387547
10836,"10836_Робошкола Электроник",416995
10837,"10837_Студия робототизирования",428552
10878,"10878_Роботехника",455433
10878,"10878_Роботехника МК ",455446
10851,"10851_Электроник",461041
10918,"10918_Школа робототехники",475359
21810,"21810_Лаборатория робототехники и информатики Lego Baby",475668
21810,"21810_Lego Wedo",475679
21810,"21810_Minecraft Creator",475687
21810,"21810_Lego EV3 ",475754
10878,"10878_Роботехника",486472
10841,"10841_19 Студия Робошкола Электроник 3 группа. Робототехника на базе LEGO MINDSTORMS ЕV3 Базовый курс 9+‪ (ВС 13.40-15.10) ",487984
10841,"10841_19 Студия Робошкола Электроник 1 группа. ПЕРВОРОБОТЫ на базе конструктора LEGO WEDO 2.0, 4-5 лет (ВС 10.00-11.30) ",487985
10845,"10845_Lego EV3",513283
10832,"10832_Робототехника Lego We Do",518067
10917,"10917_8 Робототехника WEDO ( 1 группа)",627740
10917,"10917_8 Робототехника WEDO (2 группа)",627746
10851,"10851_Электроник",648362
10917,"10917_удал. 8 Робототехника WEDO ( 1 группа)",652104
10917,"10917_8 Робототехника WEDO (2 группа)",652122
10851,"10851_Электроник",653745
10879,"10879_Робототехника, группа 1",708242
10879,"10879_«Робототехника» , группа 2",708246
10893,"10893_Робохобби",726767
10893,"10893_Робохобби (на Академика Королево)",726776
21979,"21979_Робототехника",802736
10845,"10845_Робототехника",808517
10841,"10841_19 Студия Робошкола Электроник. Технические поделки  на базе конструктора LEGO WEDO 2.0, 4 года‬ (ВС 10.00) Расписание занятий предварительное.",860042
10841,"10841_19 Студия Робошкола Электроник 4 группа, ПРОГРАММИРОВАНИЕ MINECRAFT, 6-7 лет (ВС 15.30-17.00) Идет набор новой группы",860123
10841,"10841_19 Студия Робошкола Электроник 2 группа, Робототехника на базе LEGO WEDO 2.0, 6-8 лет ( школьники) (ВС 11.50-13.20) ",920794
10851,"10851_Электроник",946298
10851,"10851_Электроник",946353
10836,"10836_Робошкола Электроник",1011372
10922,"10922_Студия Техногений",1060761
10836,"10836_Робошкола Электроник",1078666
10845,"10845_Робототехника",1084522
10917,"10917_Робототехника Wedo ( группа 1)",1100151
10917,"10917_Робототехника WEDO ( группа 2)",1100161
10917,"10917_Робототехника Lego Education ( 1 группа)",1103041
